codice_comune,pop_0_14,pop_15_64,pop_65_plus,pop_male,pop_female
001072,69,586,302,494,463
001073,10,83,46,78,61
001074,61,565,261,491,396
001075,20,187,129,160,176
001076,106,885,503,742,752
001077,196,1128,634,974,984
001078,3979,22143,9700,17273,18549
001079,28,143,58,121,108
001080,76,467,295,415,423
001081,157,975,392,785,739
001082,2942,16115,6981,12576,13462
001083,49,220,89,182,176
001084,28,131,66,119,106
001085,30,213,97,177,163
001086,1768,11048,5267,8668,9415
001087,27,133,39,100,99
001088,160,899,401,739,721
001089,326,2136,909,1681,1690
001090,5148,29108,13334,22720,24870
001091,31,230,93,186,168
001092,54,361,161,286,290
001093,440,2640,1342,2143,2279
001094,278,1909,919,1577,1529
001095,29,240,141,208,202
001096,92,571,254,462,455
001097,835,4853,2126,3932,3882
001098,1057,5817,2609,4728,4755
001099,1096,5552,2294,4383,4559
001100,15,162,64,121,120
001101,631,3117,1214,2446,2516
001102,263,1332,556,1083,1068
001103,31,260,175,238,228
001104,298,1622,718,1322,1316
001105,56,439,230,365,360
001106,258,1422,598,1129,1149
001107,309,1895,948,1636,1516
001108,22,162,88,163,109
001109,162,991,437,804,786
001110,295,1756,795,1411,1435
001111,60,333,171,276,288
001112,954,5642,2612,4448,4760
001113,105,673,353,577,554
001114,42,343,200,288,297
001115,1616,10044,4701,8050,8311
001116,518,2596,946,2015,2045
001117,40,403,241,355,329
001118,19,91,73,99,84
001119,105,635,264,492,512
001120,3847,21657,10906,17502,18908
001121,4,21,19,26,18
001122,50,421,206,350,327
001123,40,221,94,176,179
001124,49,263,122,219,215
001125,2197,13481,6866,10824,11720
001126,177,1126,416,872,847
001127,1123,5506,2044,4302,4371
001128,519,3068,1451,2484,2554
001129,156,838,362,662,694
001130,2156,10303,3880,8083,8256
001131,6,89,58,89,64
001132,156,1046,546,845,903
001133,53,280,143,232,244
001134,94,705,481,617,663
001135,189,1131,415,877,858
001136,124,678,288,565,525
001137,140,767,297,626,578
001139,706,4240,2172,3480,3638
001140,55,328,122,259,246
001141,62,353,139,260,294
001142,132,731,317,587,593
001143,47,231,131,201,208
001144,122,775,372,639,630
001145,3,32,21,34,22
001146,365,2257,1052,1835,1839
001147,57,445,177,346,333
001148,476,2657,1165,2121,2177
001149,51,480,256,415,372
001150,179,869,307,712,643
001152,50,446,239,376,359
001153,46,229,124,204,195
001154,58,382,172,297,315
001155,29,253,121,249,154
001156,6366,34128,14948,26973,28469
001157,4,25,15,20,24
001158,69,423,217,355,354
001159,93,619,254,481,485
001160,307,2042,958,1654,1653
001161,536,2977,1461,2433,2541
001162,84,529,211,431,393
001163,91,486,246,416,407
001164,5033,28178,12469,22047,23633
001165,1,55,41,52,45
001166,718,4178,1764,3264,3396
001167,21,165,89,140,135
001168,895,4725,2021,3765,3876
001169,51,320,154,271,254
001170,173,901,345,693,726
001171,2693,13683,6403,10970,11809
001172,73,419,238,366,364
001173,139,736,286,577,584
001174,105,556,235,466,430
001175,358,2098,839,1693,1602
001176,131,738,295,576,588
001177,86,505,243,408,426
001178,245,1162,538,950,995
001179,36,221,137,181,213
001180,142,726,297,581,584
001181,346,2150,1132,1766,1862
001183,489,2378,1140,1951,2056
001184,321,1827,990,1481,1657
001185,46,304,142,238,254
001186,38,302,207,298,249
001187,83,463,198,362,382
001188,50,390,172,316,296
001189,2001,9868,3788,7616,8041
001190,274,1629,853,1337,1419
001191,3802,21726,9908,17023,18413
001192,893,4950,2493,4002,4334
001193,450,2365,949,1839,1925
001194,2092,11195,4557,8717,9127
001195,380,2017,891,1613,1675
001196,116,737,371,593,631
001197,1215,6424,2526,5080,5085
001198,90,516,329,426,509
001199,285,1807,925,1449,1568
001200,135,719,259,564,549
001201,73,472,149,372,322
001202,30,148,73,133,118
001203,257,1122,493,933,939
001204,23,129,59,112,99
001205,115,782,341,623,615
001206,67,402,217,348,338
001207,41,260,143,232,212
001208,27,208,98,178,155
001209,27,192,110,159,170
001210,98,582,311,495,496
001211,183,1137,459,870,909
001212,0,20,23,27,16
001213,109,733,293,598,537
001214,2476,12500,5043,9844,10175
001215,649,3028,1079,2349,2407
001216,260,1478,683,1199,1222
001217,1485,7570,3248,6048,6255
001218,157,1011,382,783,767
001219,4639,27474,14438,22366,24185
001220,349,1886,821,1476,1580
001221,176,1092,459,857,870
001222,229,1172,564,980,985
001223,274,1709,728,1341,1370
001224,65,207,111,195,188
001225,240,1203,484,997,930
001226,22,136,58,121,95
001227,56,407,277,352,388
001228,598,3213,1263,2489,2585
001229,237,1684,670,1363,1228
001230,76,486,226,379,409
001231,190,1208,452,910,940
001232,75,412,148,333,302
001233,42,290,139,232,239
001234,2,44,19,41,24
001235,155,982,401,765,773
001236,772,3823,1455,2993,3057
001237,486,2498,1045,1986,2043
001238,31,246,82,189,170
001239,49,283,161,256,237
001240,583,3008,1214,2380,2425
001241,385,2114,1125,1716,1908
001242,170,1024,495,844,845
001243,427,2134,750,1608,1703
001244,261,1572,651,1230,1254
001245,90,569,292,482,469
001246,365,2032,912,1623,1686
001247,84,487,227,399,399
001248,1220,6664,2368,5065,5187
001249,1905,10994,5368,8828,9439
001250,162,837,438,727,710
001251,22,146,62,114,116
001252,341,1981,806,1541,1587
001253,198,1174,481,931,922
001254,414,2193,1031,1815,1823
001255,500,2874,1127,2240,2261
001256,460,2534,1079,1963,2110
001257,1303,6384,2686,5139,5234
001258,18,150,59,125,102
001259,93,694,231,532,486
001260,373,2011,815,1630,1569
001261,81,474,230,390,395
001262,151,873,400,718,706
001263,79,633,181,482,411
001264,40,281,148,224,245
001265,4768,28411,12387,22221,23345
001266,162,913,432,762,745
001267,88,543,272,442,461
001268,19,143,74,116,120
001269,635,3643,1740,2932,3086
001270,594,3448,1734,2747,3029
001271,84,488,175,362,385
001272,92095,540484,223075,414118,441536
001273,352,1911,734,1462,1535
001274,56,344,197,279,318
001275,490,2626,1469,2200,2385
001276,394,2362,988,1834,1910
001278,28,177,104,152,157
001279,46,286,173,267,238
001280,1118,6455,2928,5133,5368
001281,14,105,58,88,89
001282,9,110,60,97,82
001283,150,793,374,648,669
001284,456,2523,994,2026,1947
